px (Torr cm),a/p (cm^-1 Torr^-1)
0,NaN
0.015873015873015872,0
0.031746031746031744,0
0.047619047619047616,0
0.06349206349206349,0
0.07936507936507936,0
0.09523809523809523,0.0000000000000000000000023123731240625646
0.1111111111111111,0.000000000000000000000007692672570009565
0.12698412698412698,0.000000000000000000000013219815648930585
0.14285714285714285,0.000000000000000000000016722003889589778
0.15873015873015872,0.000000000000000000000018377893276649282
0.1746031746031746,0.000000000000000000000020731504838513057
0.19047619047619047,0.000000000000000000000020963691355424722
0.20634920634920634,0.000000000000000000000023520297903888878
0.2222222222222222,0.00000000000000000000002490431463621271
0.2380952380952381,0.000000000000000000000024798122639778848
0.25396825396825395,0.000000000000000000000025990331717521677
0.2698412698412698,0.0000000000000000000000278108239712498
0.2857142857142857,0.00000000000000000000002815606204071058
0.3015873015873016,0.00000000000000000000002775565142874007
0.31746031746031744,0.000000000000000000000028548768832107805
0.3333333333333333,0.00000000000000000000002823487174018138
0.3492063492063492,0.000000000000000000000027668116031955167
0.3650793650793651,0.00000000000000000000002789674722324733
0.38095238095238093,0.00000000000000000000002810372047307701
0.3968253968253968,0.00000000000000000000002920205935394709
0.4126984126984127,0.000000000000000000000029643397982344124
0.4285714285714286,0.00000000000000000000002727369040220577
0.4444444444444444,0.00000000000000000000002674479517071694
0.4603174603174603,0.00000000000000000000002816702196935884
0.4761904761904762,0.00000000000000000000002754319644195629
0.4920634920634921,0.00000000000000000000002839369883603714
0.5079365079365079,0.00000000000000000000002678343033047332
0.5238095238095238,0.00000000000000000000002614121144814741
0.5396825396825397,0.00000000000000000000002671177849028669
0.5555555555555556,0.00000000000000000000002703630082971903
0.5714285714285714,0.000000000000000000000026370518617844132
0.5873015873015873,0.000000000000000000000026108038577709784
0.6031746031746033,0.00000000000000000000002511869711397007
0.6190476190476191,0.000000000000000000000025056500501866276
0.6349206349206349,0.00000000000000000000002563441598932566
0.6507936507936508,0.000000000000000000000023992996316443958
0.6666666666666666,0.000000000000000000000023612120737861112
0.6825396825396826,0.000000000000000000000022936999331621522
0.6984126984126984,0.000000000000000000000022133187434920058
0.7142857142857143,0.00000000000000000000002124092260906243
0.7301587301587302,0.00000000000000000000002019983042595079
0.746031746031746,0.000000000000000000000019933970256438337
0.7619047619047619,0.000000000000000000000019363143368675333
0.7777777777777778,0.000000000000000000000019442952135551804
0.7936507936507936,0.00000000000000000000001849785009851803
0.8095238095238094,0.000000000000000000000017762297037387978
0.8253968253968254,0.000000000000000000000017716924828605284
0.8412698412698414,0.000000000000000000000016923353719027302
0.8571428571428572,0.000000000000000000000015951390026910773
0.873015873015873,0.00000000000000000000001467865991616618
0.8888888888888888,0.00000000000000000000001459131450871655
0.9047619047619048,0.000000000000000000000013795682897028326
0.9206349206349206,0.000000000000000000000012691693594694523
0.9365079365079364,0.000000000000000000000011918194611150471
0.9523809523809524,0.000000000000000000000010963542937112698
0.9682539682539684,0.000000000000000000000010279998783195434
0.9841269841269842,0.000000000000000000000009216999689770987
1,0.000000000000000000000008472085895754248
1.0158730158730158,0.000000000000000000000007808246559420252
1.0317460317460316,0.000000000000000000000007283878298670645
1.0476190476190477,0.000000000000000000000006562552272805157
1.0634920634920635,0.000000000000000000000005955622335739311
1.0793650793650793,0.000000000000000000000005450601250376696
1.0952380952380953,0.000000000000000000000005089730118992739
1.1111111111111112,0.000000000000000000000004721343615766394
1.126984126984127,0.000000000000000000000004175576985658407
1.1428571428571428,0.0000000000000000000000038922210516081766
1.1587301587301586,0.000000000000000000000003492458630645338
1.1746031746031746,0.0000000000000000000000032729807019714373
1.1904761904761905,0.0000000000000000000000029849643868973418
1.2063492063492065,0.000000000000000000000002766660986348507
1.2222222222222223,0.000000000000000000000002502573880398242
1.2380952380952381,0.000000000000000000000002325214038149965
1.253968253968254,0.000000000000000000000002084887286255041
1.2698412698412698,0.0000000000000000000000018638494310112157
1.2857142857142856,0.0000000000000000000000017284762190797944
1.3015873015873016,0.0000000000000000000000014680912265803309
1.3174603174603174,0.0000000000000000000000013974770500317694
1.3333333333333333,0.0000000000000000000000013176793825853888
1.3492063492063493,0.0000000000000000000000012129450682659353
1.3650793650793651,0.0000000000000000000000011956864103104231
1.380952380952381,0.0000000000000000000000011773795317493938
1.3968253968253967,0.0000000000000000000000011401437377892672
1.4126984126984126,0.0000000000000000000000011321528008653799
1.4285714285714286,0.0000000000000000000000010656788362376435
1.4444444444444444,0.0000000000000000000000010337054294901492
1.4603174603174605,0.000000000000000000000001002963343104569
1.4761904761904763,0.0000000000000000000000010494896907535761
1.492063492063492,0.0000000000000000000000009633080829797807
1.507936507936508,0.0000000000000000000000009189002166429472
1.5238095238095237,0.0000000000000000000000009129979392433504
1.5396825396825398,0.0000000000000000000000009481874557563189
1.5555555555555556,0.0000000000000000000000009182597916063556
1.5714285714285716,0.0000000000000000000000008704314514301386
1.5873015873015872,0.0000000000000000000000008402707124360514
